AbsPressure,datetime,minute,hour,AvDepth,AvTemp,AvSalinity
101.497,2021-01-15T09:55:40Z,55,9,-0.027,29.2,34.49583116
101.583,2021-01-15T09:55:30Z,55,9,-0.019,29.19,34.48609131
101.617,2021-01-15T09:54:40Z,54,9,-0.015,29.16,34.87083632
101.617,2021-01-15T09:55:10Z,55,9,-0.015,29.15,34.69571793
101.617,2021-01-15T09:55:50Z,55,9,-0.015,29.17,34.54809162
101.686,2021-01-15T09:54:30Z,54,9,-0.009,23.39,33.7173607
101.737,2021-01-15T09:54:50Z,54,9,-0.003,29.19,34.75244452
101.772,2021-01-15T09:55:00Z,55,9,0,29.14,34.75444554
102.219,2021-01-15T09:55:20Z,55,9,0.044,29.16,34.6200643
103.873,2021-01-15T11:20:30Z,20,11,0.209,28.98,33.83203078
103.909,2021-01-15T10:02:50Z,2,10,0.213,29.14,34.24532887
103.917,2021-01-15T10:24:30Z,24,10,0.213,28.99,33.72006925
103.927,2021-01-15T10:57:20Z,57,10,0.214,29.39,33.53070206
103.959,2021-01-15T11:12:50Z,12,11,0.218,29.09,33.75752731
103.994,2021-01-15T11:00:50Z,0,11,0.221,29.39,33.50150386
104.008,2021-01-15T10:38:30Z,38,10,0.222,29.33,33.09340743
104.023,2021-01-15T10:34:30Z,34,10,0.224,29.21,32.73808061
104.045,2021-01-15T11:04:00Z,4,11,0.226,29.3,33.5936094
104.045,2021-01-15T11:04:20Z,4,11,0.226,29.27,33.61786246
104.065,2021-01-15T10:58:10Z,58,10,0.228,29.38,33.54415421
104.066,2021-01-15T10:09:40Z,9,10,0.228,29.19,34.03612329
104.074,2021-01-15T10:28:10Z,28,10,0.229,29.15,33.84636459
104.08,2021-01-15T11:16:20Z,16,11,0.23,29.05,33.77916419
104.094,2021-01-15T10:38:20Z,38,10,0.231,29.32,32.91673867
104.097,2021-01-15T10:41:10Z,41,10,0.231,29.28,33.70226166
104.097,2021-01-15T10:44:40Z,44,10,0.231,29.37,33.69150514
104.097,2021-01-15T11:00:40Z,0,11,0.231,29.39,33.50150351
104.097,2021-01-15T11:01:40Z,1,11,0.231,29.39,33.46906981
104.1,2021-01-15T10:57:40Z,57,10,0.232,29.38,33.57669627
104.1,2021-01-15T10:58:30Z,58,10,0.232,29.41,33.51675511
104.109,2021-01-15T10:32:10Z,32,10,0.232,29.41,33.62740104
104.111,2021-01-15T10:37:30Z,37,10,0.233,29.3,32.88323886
104.111,2021-01-15T10:38:10Z,38,10,0.233,29.31,32.88267469
104.113,2021-01-15T09:56:30Z,56,9,0.233,29.14,34.48821309
104.114,2021-01-15T10:45:00Z,45,10,0.233,29.38,33.68449362
104.114,2021-01-15T11:04:30Z,4,11,0.233,29.27,33.59831165
104.114,2021-01-15T11:05:30Z,5,11,0.233,29.24,33.59328203
104.115,2021-01-15T10:03:10Z,3,10,0.233,29.16,34.20757619
104.117,2021-01-15T10:58:00Z,58,10,0.233,29.37,33.56741046
104.117,2021-01-15T11:34:40Z,34,11,0.233,28.88,33.93916583
104.118,2021-01-15T10:12:10Z,12,10,0.233,29.2,34.15226408
104.123,2021-01-15T10:23:30Z,23,10,0.234,28.87,33.79511159
104.126,2021-01-15T10:35:30Z,35,10,0.234,29.27,33.13154456
104.131,2021-01-15T10:48:40Z,48,10,0.235,29.43,33.60697999
104.133,2021-01-15T10:06:50Z,6,10,0.235,29.17,34.09031431
104.134,2021-01-15T10:51:30Z,51,10,0.235,29.41,33.67984638
104.134,2021-01-15T10:55:00Z,55,10,0.235,29.39,33.64800906
104.134,2021-01-15T10:57:10Z,57,10,0.235,29.39,33.52423124
104.141,2021-01-15T10:21:50Z,21,10,0.236,28.81,33.89669378
104.143,2021-01-15T10:27:20Z,27,10,0.236,29.26,33.94009179
104.143,2021-01-15T10:31:00Z,31,10,0.236,29.24,33.87165613
104.146,2021-01-15T10:37:50Z,37,10,0.236,29.3,33.00936043
104.149,2021-01-15T10:41:20Z,41,10,0.236,29.3,33.61310246
104.149,2021-01-15T10:45:10Z,45,10,0.236,29.37,33.69150618
104.149,2021-01-15T11:17:30Z,17,11,0.236,29.03,33.80969169
104.15,2021-01-15T10:03:00Z,3,10,0.237,29.16,34.19752693
104.151,2021-01-15T10:52:00Z,52,10,0.237,29.38,33.67794181
104.151,2021-01-15T10:54:50Z,54,10,0.237,29.41,33.627448
104.16,2021-01-15T10:30:50Z,30,10,0.238,29.21,33.8764237
104.164,2021-01-15T09:56:10Z,56,9,0.238,29.17,34.49034897
104.164,2021-01-15T09:59:10Z,59,9,0.238,29.14,34.34280948
104.166,2021-01-15T11:01:50Z,1,11,0.238,29.36,33.45104967
104.166,2021-01-15T11:14:50Z,14,11,0.238,29.06,33.79509027
104.166,2021-01-15T11:19:00Z,19,11,0.238,29,33.84732665
104.166,2021-01-15T11:21:20Z,21,11,0.238,29.01,33.84686566
104.167,2021-01-15T10:03:20Z,3,10,0.238,29.17,34.2004333
104.169,2021-01-15T11:39:00Z,39,11,0.238,28.88,33.91609275
104.169,2021-01-15T11:39:10Z,39,11,0.238,28.89,33.92542967
104.17,2021-01-15T10:13:40Z,13,10,0.239,29.16,34.0242576
104.175,2021-01-15T10:21:10Z,21,10,0.239,28.83,33.81364476
104.183,2021-01-15T10:46:10Z,46,10,0.24,29.38,33.6615598
104.183,2021-01-15T10:49:40Z,49,10,0.24,29.39,33.64476095
104.183,2021-01-15T11:01:00Z,1,11,0.24,29.38,33.50191547
104.183,2021-01-15T11:17:40Z,17,11,0.24,29.03,33.84909659
104.186,2021-01-15T10:54:10Z,54,10,0.24,29.42,33.65972382
104.192,2021-01-15T10:24:50Z,24,10,0.241,29.09,33.83288083
104.195,2021-01-15T10:27:50Z,27,10,0.241,29.24,33.88816755
104.195,2021-01-15T10:32:00Z,32,10,0.241,29.43,33.62329638
104.199,2021-01-15T10:00:00Z,0,10,0.241,29.14,34.383233
104.2,2021-01-15T11:01:30Z,1,11,0.242,29.38,33.42419058
104.2,2021-01-15T11:12:30Z,12,11,0.242,29.09,33.75752662
104.2,2021-01-15T11:13:40Z,13,11,0.242,29.08,33.78096159
104.2,2021-01-15T11:17:10Z,17,11,0.242,29.05,33.80542149
104.203,2021-01-15T10:51:40Z,51,10,0.242,29.39,33.69053817
104.204,2021-01-15T10:10:00Z,10,10,0.242,29.2,34.03570956
104.212,2021-01-15T10:25:10Z,25,10,0.243,29.05,33.73660274
104.212,2021-01-15T10:31:20Z,31,10,0.243,29.26,33.85753261
104.218,2021-01-15T10:45:50Z,45,10,0.243,29.37,33.62278155
104.218,2021-01-15T11:02:40Z,2,11,0.243,29.37,33.50565598
104.218,2021-01-15T11:10:20Z,10,11,0.243,29.12,33.67752872
104.218,2021-01-15T11:11:00Z,11,11,0.243,29.11,33.71719988
104.218,2021-01-15T11:16:00Z,16,11,0.243,29.06,33.77210157
104.218,2021-01-15T11:17:20Z,17,11,0.243,29.04,33.79284096
104.22,2021-01-15T10:54:00Z,54,10,0.244,29.43,33.65928245
104.221,2021-01-15T10:10:20Z,10,10,0.244,29.21,34.03854928
104.227,2021-01-15T10:22:50Z,22,10,0.244,28.78,33.71858524
104.233,2021-01-15T09:56:50Z,56,9,0.245,29.15,34.48436294
104.233,2021-01-15T09:57:10Z,57,9,0.245,29.15,34.40984842
104.235,2021-01-15T10:58:40Z,58,10,0.245,29.41,33.55574559
104.235,2021-01-15T11:12:10Z,12,11,0.245,29.09,33.76403885
104.235,2021-01-15T11:17:50Z,17,11,0.245,29.03,33.79991032
104.235,2021-01-15T11:22:00Z,22,11,0.245,29,33.84733292
104.237,2021-01-15T10:51:20Z,51,10,0.245,29.39,33.61212679
104.237,2021-01-15T11:42:20Z,42,11,0.245,29.09,33.96157454
104.239,2021-01-15T10:07:10Z,7,10,0.245,29.19,34.10267077
104.239,2021-01-15T10:09:50Z,9,10,0.245,29.2,34.0456528
104.247,2021-01-15T10:34:10Z,34,10,0.246,29.16,32.54566985
104.247,2021-01-15T10:34:50Z,34,10,0.246,29.25,32.84833818
104.252,2021-01-15T10:42:50Z,42,10,0.247,29.36,33.77069983
104.252,2021-01-15T10:44:50Z,44,10,0.247,29.38,33.72704432
104.252,2021-01-15T10:46:00Z,46,10,0.247,29.36,33.63311042
104.252,2021-01-15T11:01:10Z,1,11,0.247,29.39,33.50150455
104.252,2021-01-15T11:13:10Z,13,11,0.247,29.1,33.75047462
104.252,2021-01-15T11:18:00Z,18,11,0.247,29.04,33.80923309
104.253,2021-01-15T10:03:40Z,3,10,0.247,29.15,34.21807344
104.253,2021-01-15T10:05:40Z,5,10,0.247,29.19,34.09597526
104.255,2021-01-15T10:54:20Z,54,10,0.247,29.42,33.67608211
104.255,2021-01-15T10:54:40Z,54,10,0.247,29.42,33.6858802
104.255,2021-01-15T11:32:30Z,32,11,0.247,28.87,33.94627671
104.256,2021-01-15T10:14:00Z,14,10,0.247,29.12,34.04934909
104.261,2021-01-15T10:22:10Z,22,10,0.248,28.81,33.8770443
104.264,2021-01-15T10:31:30Z,31,10,0.248,29.33,33.7293667
104.269,2021-01-15T10:41:50Z,41,10,0.248,29.33,33.67698474
104.269,2021-01-15T10:50:20Z,50,10,0.248,29.41,33.65359475
104.269,2021-01-15T10:59:00Z,59,10,0.248,29.43,33.49302942
104.269,2021-01-15T11:00:00Z,0,11,0.248,29.43,33.43153557
104.269,2021-01-15T11:05:20Z,5,11,0.248,29.22,33.60080367
104.269,2021-01-15T11:10:40Z,10,11,0.248,29.11,33.66178768
104.269,2021-01-15T11:10:50Z,10,11,0.248,29.12,33.68738059
104.269,2021-01-15T11:19:20Z,19,11,0.248,28.97,33.83575549
104.272,2021-01-15T10:51:10Z,51,10,0.249,29.39,33.62839966
104.272,2021-01-15T10:58:20Z,58,10,0.249,29.39,33.54697107
104.278,2021-01-15T10:21:30Z,21,10,0.249,28.84,33.91483109
104.281,2021-01-15T10:28:30Z,28,10,0.25,29.24,33.99732846
104.281,2021-01-15T10:35:10Z,35,10,0.25,29.28,33.02625224
104.284,2021-01-15T10:39:30Z,39,10,0.25,29.32,33.30792848
104.285,2021-01-15T09:59:20Z,59,9,0.25,29.12,34.38418495
104.285,2021-01-15T10:00:10Z,0,10,0.25,29.12,34.35716765
104.286,2021-01-15T10:41:00Z,41,10,0.25,29.27,33.72560305
104.286,2021-01-15T10:41:40Z,41,10,0.25,29.28,33.57171721
104.286,2021-01-15T10:48:20Z,48,10,0.25,29.38,33.59295036
104.286,2021-01-15T11:01:20Z,1,11,0.25,29.38,33.46956432
104.286,2021-01-15T11:14:40Z,14,11,0.25,29.04,33.82235776
104.288,2021-01-15T10:02:10Z,2,10,0.25,29.11,34.33742291
104.289,2021-01-15T10:50:50Z,50,10,0.25,29.41,33.61440783
104.289,2021-01-15T11:38:50Z,38,11,0.25,28.89,33.94850794
104.29,2021-01-15T10:07:50Z,7,10,0.251,29.19,34.08937804
104.293,2021-01-15T10:14:50Z,14,10,0.251,29.08,34.0115131
104.293,2021-01-15T10:16:30Z,16,10,0.251,28.72,34.04321051
104.296,2021-01-15T10:22:00Z,22,10,0.251,28.79,33.88798794
104.298,2021-01-15T10:35:40Z,35,10,0.251,29.31,33.39210233
104.304,2021-01-15T10:41:30Z,41,10,0.252,29.32,33.7003889
104.304,2021-01-15T10:42:00Z,42,10,0.252,29.31,33.57675347
104.304,2021-01-15T10:42:40Z,42,10,0.252,29.35,33.74487026
104.304,2021-01-15T10:44:20Z,44,10,0.252,29.35,33.81393447
104.304,2021-01-15T10:44:30Z,44,10,0.252,29.37,33.70131177
104.304,2021-01-15T10:45:30Z,45,10,0.252,29.37,33.59993711
104.304,2021-01-15T10:47:20Z,47,10,0.252,29.36,33.62330761
104.304,2021-01-15T11:13:20Z,13,11,0.252,29.08,33.76458423
104.304,2021-01-15T11:15:10Z,15,11,0.252,29.05,33.77264364
104.304,2021-01-15T11:18:20Z,18,11,0.252,29.03,33.81630563
104.304,2021-01-15T11:18:40Z,18,11,0.252,29.01,33.84024452
104.304,2021-01-15T11:20:10Z,20,11,0.252,28.98,33.82214743
104.304,2021-01-15T11:20:20Z,20,11,0.252,28.98,33.85170644
104.305,2021-01-15T10:02:30Z,2,10,0.252,29.11,34.24668204
104.305,2021-01-15T10:02:40Z,2,10,0.252,29.11,34.29707952
104.305,2021-01-15T10:03:30Z,3,10,0.252,29.16,34.16077655
104.306,2021-01-15T10:53:20Z,53,10,0.252,29.41,33.66672517
104.306,2021-01-15T10:54:30Z,54,10,0.252,29.41,33.71590564
104.306,2021-01-15T10:56:50Z,56,10,0.252,29.39,33.53070102
104.306,2021-01-15T10:57:00Z,57,10,0.252,29.39,33.55343949
104.306,2021-01-15T11:41:40Z,41,11,0.252,29.05,33.95029884
104.306,2021-01-15T11:42:40Z,42,11,0.252,29.05,33.98998915
104.306,2021-01-15T11:45:00Z,45,11,0.252,29.03,34.00086162
104.307,2021-01-15T10:12:50Z,12,10,0.252,29.19,34.03947511
104.313,2021-01-15T10:21:20Z,21,10,0.253,28.81,33.68763903
104.313,2021-01-15T10:22:20Z,22,10,0.253,28.78,33.74459766
104.313,2021-01-15T10:24:10Z,24,10,0.253,29.06,33.87710315
104.316,2021-01-15T10:27:10Z,27,10,0.253,29.22,33.95189041
104.316,2021-01-15T10:31:50Z,31,10,0.253,29.44,33.56079998
104.321,2021-01-15T10:39:50Z,39,10,0.254,29.27,33.91319073
104.321,2021-01-15T10:46:40Z,46,10,0.254,29.36,33.58741629
104.321,2021-01-15T10:47:10Z,47,10,0.254,29.35,33.5163387
104.321,2021-01-15T11:02:00Z,2,11,0.254,29.39,33.43987358
104.321,2021-01-15T11:12:40Z,12,11,0.254,29.09,33.74115509
104.321,2021-01-15T11:17:00Z,17,11,0.254,29.03,33.81630285
104.321,2021-01-15T11:19:40Z,19,11,0.254,28.99,33.84462073
104.322,2021-01-15T10:05:50Z,5,10,0.254,29.19,34.11270696
104.322,2021-01-15T10:06:20Z,6,10,0.254,29.19,34.09932282
104.324,2021-01-15T10:53:30Z,53,10,0.254,29.41,33.69621299
104.324,2021-01-15T11:31:20Z,31,11,0.254,28.83,33.93518951
104.324,2021-01-15T11:32:20Z,32,11,0.254,28.88,33.90299395
104.325,2021-01-15T10:08:20Z,8,10,0.254,29.2,34.06897373
104.327,2021-01-15T10:18:50Z,18,10,0.254,28.82,33.95862498
104.332,2021-01-15T12:06:00Z,6,12,0.255,29.09,33.91201217
104.333,2021-01-15T10:27:30Z,27,10,0.255,29.25,33.96378189
104.337,2021-01-15T09:57:30Z,57,9,0.255,29.15,34.369339
104.338,2021-01-15T10:40:40Z,40,10,0.255,29.27,33.78465728
104.338,2021-01-15T10:59:10Z,59,10,0.255,29.44,33.43104453
104.338,2021-01-15T11:00:10Z,0,11,0.255,29.42,33.43193533
104.338,2021-01-15T11:00:20Z,0,11,0.255,29.42,33.47081329
104.338,2021-01-15T11:03:00Z,3,11,0.255,29.38,33.58327049
104.341,2021-01-15T10:55:10Z,55,10,0.256,29.39,33.64144541
104.341,2021-01-15T10:56:40Z,56,10,0.256,29.41,33.5785639
104.341,2021-01-15T10:57:30Z,57,10,0.256,29.38,33.5214116
104.341,2021-01-15T11:24:20Z,24,11,0.256,28.97,33.83250124
104.341,2021-01-15T11:24:40Z,24,11,0.256,28.94,33.86038482
104.341,2021-01-15T11:43:10Z,43,11,0.256,29.05,33.9899902
104.342,2021-01-15T10:11:30Z,11,10,0.256,29.2,34.15895563
104.345,2021-01-15T10:15:30Z,15,10,0.256,28.83,33.9877942
104.345,2021-01-15T10:16:10Z,16,10,0.256,28.71,33.95807971
104.345,2021-01-15T10:17:20Z,17,10,0.256,28.76,33.97180548
104.345,2021-01-15T10:18:40Z,18,10,0.256,28.81,33.98559055
104.345,2021-01-15T10:19:50Z,19,10,0.256,28.73,33.43074265
104.347,2021-01-15T10:22:30Z,22,10,0.256,28.81,33.76572833
104.347,2021-01-15T10:24:00Z,24,10,0.256,28.9,33.70534699
104.35,2021-01-15T10:27:40Z,27,10,0.256,29.22,33.92876933
104.35,2021-01-15T10:28:40Z,28,10,0.256,29.21,33.95563578
104.35,2021-01-15T10:29:20Z,29,10,0.256,29.16,33.85900325
104.35,2021-01-15T10:33:50Z,33,10,0.256,29.19,32.98703261
104.354,2021-01-15T09:57:00Z,57,9,0.257,29.14,34.43399139
104.354,2021-01-15T10:00:20Z,0,10,0.257,29.14,34.31925118
104.355,2021-01-15T10:50:10Z,50,10,0.257,29.41,33.66348243
104.355,2021-01-15T10:58:50Z,58,10,0.257,29.42,33.47081018
104.355,2021-01-15T11:05:10Z,5,11,0.257,29.26,33.56630221
104.355,2021-01-15T11:16:10Z,16,11,0.257,29.05,33.80215992
104.355,2021-01-15T11:21:00Z,21,11,0.257,28.99,33.86103317
104.355,2021-01-15T11:24:00Z,24,11,0.257,28.95,33.88940584
104.358,2021-01-15T10:51:50Z,51,10,0.257,29.38,33.6354003
104.358,2021-01-15T10:55:20Z,55,10,0.257,29.39,33.66437566
104.358,2021-01-15T11:30:50Z,30,11,0.257,28.84,33.93798432
104.358,2021-01-15T11:32:50Z,32,11,0.257,28.87,33.95618564
104.359,2021-01-15T10:13:20Z,13,10,0.257,29.16,34.09409949
104.362,2021-01-15T10:15:10Z,15,10,0.258,29,34.0320025
104.364,2021-01-15T10:24:40Z,24,10,0.258,29.06,33.69036901
104.367,2021-01-15T10:26:10Z,26,10,0.258,29.04,33.71749793
104.37,2021-01-15T10:36:00Z,36,10,0.258,29.3,33.59679284
104.37,2021-01-15T10:38:00Z,38,10,0.258,29.27,32.92579364
104.371,2021-01-15T09:59:00Z,59,9,0.259,29.12,34.39760437
104.373,2021-01-15T10:46:20Z,46,10,0.259,29.38,33.66156015
104.373,2021-01-15T10:59:30Z,59,10,0.259,29.44,33.43427608
104.373,2021-01-15T11:03:40Z,3,11,0.259,29.32,33.60895848
104.373,2021-01-15T11:03:50Z,3,11,0.259,29.33,33.56938304
104.373,2021-01-15T11:04:10Z,4,11,0.259,29.28,33.60437022
104.373,2021-01-15T11:05:40Z,5,11,0.259,29.22,33.57808123
104.373,2021-01-15T11:19:50Z,19,11,0.259,28.99,33.83800318
104.374,2021-01-15T10:01:40Z,1,10,0.259,29.12,34.31003166
104.374,2021-01-15T10:06:30Z,6,10,0.259,29.16,34.10403877
104.375,2021-01-15T10:57:50Z,57,10,0.259,29.38,33.60933465
104.375,2021-01-15T11:24:30Z,24,11,0.259,28.95,33.85329439
104.375,2021-01-15T11:30:10Z,30,11,0.259,29.1,33.7766478
104.375,2021-01-15T11:31:10Z,31,11,0.259,28.84,33.89851844
104.375,2021-01-15T11:31:30Z,31,11,0.259,28.84,33.95444745
104.375,2021-01-15T11:42:50Z,42,11,0.259,29.05,33.97340653
104.376,2021-01-15T10:09:30Z,9,10,0.259,29.2,34.06563108
104.376,2021-01-15T10:11:40Z,11,10,0.259,29.19,34.13270803
104.379,2021-01-15T10:16:20Z,16,10,0.259,28.72,33.97729037
104.379,2021-01-15T10:16:50Z,16,10,0.259,28.76,34.01462218
104.387,2021-01-15T10:36:40Z,36,10,0.26,29.27,33.56248984
104.387,2021-01-15T10:37:20Z,37,10,0.26,29.27,32.79705039
104.388,2021-01-15T09:56:40Z,56,9,0.26,29.15,34.47420813
104.388,2021-01-15T09:59:40Z,59,9,0.26,29.12,34.39760577
104.39,2021-01-15T10:40:30Z,40,10,0.26,29.26,33.87072422
104.39,2021-01-15T10:46:30Z,46,10,0.26,29.37,33.58366228
104.39,2021-01-15T10:49:30Z,49,10,0.26,29.39,33.70690288
104.39,2021-01-15T10:49:50Z,49,10,0.26,29.41,33.70933224
104.39,2021-01-15T10:50:00Z,50,10,0.26,29.39,33.6611273
104.39,2021-01-15T11:09:10Z,9,11,0.26,29.14,33.60809485
104.39,2021-01-15T11:14:10Z,14,11,0.26,29.05,33.81528454
104.39,2021-01-15T11:15:30Z,15,11,0.26,29.06,33.78848372
104.39,2021-01-15T11:16:30Z,16,11,0.26,29.04,33.80261918
104.39,2021-01-15T11:18:10Z,18,11,0.26,29.03,33.81630528
104.39,2021-01-15T11:20:40Z,20,11,0.26,28.98,33.83855937
104.39,2021-01-15T11:22:50Z,22,11,0.26,28.98,33.8385639
104.392,2021-01-15T10:52:20Z,52,10,0.261,29.38,33.64520393
104.392,2021-01-15T11:24:50Z,24,11,0.261,28.93,33.89697884
104.392,2021-01-15T11:27:50Z,27,11,0.261,28.9,33.90521676
104.392,2021-01-15T11:31:50Z,31,11,0.261,28.87,33.92655111
104.392,2021-01-15T11:33:10Z,33,11,0.261,28.87,33.95945889
104.392,2021-01-15T11:42:00Z,42,11,0.261,29.05,33.95029953
104.395,2021-01-15T11:51:40Z,51,11,0.261,28.98,33.96369697
104.396,2021-01-15T10:19:10Z,19,10,0.261,28.73,33.64676235
104.398,2021-01-15T11:58:10Z,58,11,0.261,28.99,33.94345026
104.399,2021-01-15T10:25:00Z,25,10,0.261,29.05,33.69080796
104.402,2021-01-15T10:31:40Z,31,10,0.262,29.38,33.68770423
104.407,2021-01-15T11:03:20Z,3,11,0.262,29.32,33.66441515
104.407,2021-01-15T11:04:40Z,4,11,0.262,29.24,33.63565042
104.407,2021-01-15T11:12:00Z,12,11,0.262,29.09,33.7411537
104.407,2021-01-15T11:13:30Z,13,11,0.262,29.08,33.73509169
104.407,2021-01-15T11:14:30Z,14,11,0.262,29.05,33.81528524
104.407,2021-01-15T11:16:50Z,16,11,0.262,29.03,33.8163025
104.408,2021-01-15T10:04:00Z,4,10,0.262,29.15,34.20132235
104.408,2021-01-15T10:06:00Z,6,10,0.262,29.17,34.13355998
104.41,2021-01-15T11:32:40Z,32,11,0.262,28.87,33.916646
104.41,2021-01-15T11:34:20Z,34,11,0.262,28.88,33.96879394
104.41,2021-01-15T11:43:00Z,43,11,0.262,29.05,33.97340688
104.411,2021-01-15T10:11:50Z,11,10,0.263,29.2,34.15560983
104.412,2021-01-15T11:45:20Z,45,11,0.263,29.03,33.99424436
104.412,2021-01-15T11:46:20Z,46,11,0.263,29,34.04870504
104.419,2021-01-15T10:28:20Z,28,10,0.263,29.14,33.82712501
104.419,2021-01-15T10:33:30Z,33,10,0.263,29.19,33.41767301
104.419,2021-01-15T10:34:40Z,34,10,0.263,29.24,32.79878143
104.419,2021-01-15T10:35:00Z,35,10,0.263,29.22,32.84066771
104.422,2021-01-15T10:36:50Z,36,10,0.264,29.28,32.89379456
104.422,2021-01-15T10:38:40Z,38,10,0.264,29.22,32.6224521
104.423,2021-01-15T09:56:20Z,56,9,0.264,29.17,34.48355168
104.424,2021-01-15T10:47:00Z,47,10,0.264,29.37,33.52836716
104.424,2021-01-15T10:59:40Z,59,10,0.264,29.44,33.37926875
104.424,2021-01-15T11:05:50Z,5,11,0.264,29.24,33.58679274
104.424,2021-01-15T11:07:00Z,7,11,0.264,29.21,33.59158228
104.424,2021-01-15T11:18:50Z,18,11,0.264,29,33.86046983
104.427,2021-01-15T10:51:00Z,51,10,0.264,29.39,33.64476371
104.427,2021-01-15T11:28:40Z,28,11,0.264,28.9,33.91175851
104.427,2021-01-15T11:29:50Z,29,11,0.264,29.09,33.77719259
104.427,2021-01-15T11:36:40Z,36,11,0.264,28.88,33.95234796
104.427,2021-01-15T11:39:20Z,39,11,0.264,28.87,33.94629102
104.428,2021-01-15T10:11:10Z,11,10,0.264,29.2,34.15895493
104.43,2021-01-15T11:51:30Z,51,11,0.264,28.99,33.94996681
104.431,2021-01-15T10:14:30Z,14,10,0.265,29.09,33.99444197
104.431,2021-01-15T10:17:50Z,17,10,0.265,28.73,33.95037991
104.431,2021-01-15T10:20:00Z,20,10,0.265,28.73,33.4115619
104.433,2021-01-15T10:24:20Z,24,10,0.265,28.95,33.69291431
104.436,2021-01-15T10:31:10Z,31,10,0.265,29.25,33.86459313
104.436,2021-01-15T10:32:20Z,32,10,0.265,29.37,33.21239321
104.436,2021-01-15T10:32:30Z,32,10,0.265,29.24,33.03796135
104.441,2021-01-15T10:40:50Z,40,10,0.266,29.28,33.76778933
104.441,2021-01-15T10:43:10Z,43,10,0.266,29.35,33.71201458
104.441,2021-01-15T11:07:20Z,7,11,0.266,29.21,33.58508951
104.441,2021-01-15T11:09:20Z,9,11,0.266,29.15,33.62717432
104.441,2021-01-15T11:11:50Z,11,11,0.266,29.09,33.74766577
104.441,2021-01-15T11:19:10Z,19,11,0.266,29,33.82439575
104.441,2021-01-15T11:22:10Z,22,11,0.266,29,33.81787659
104.444,2021-01-15T11:25:10Z,25,11,0.266,28.92,33.89100641
104.444,2021-01-15T11:27:30Z,27,11,0.266,28.88,33.91606866
104.444,2021-01-15T11:33:40Z,33,11,0.266,28.87,33.97591434
104.444,2021-01-15T11:38:30Z,38,11,0.266,28.9,33.90187834
104.445,2021-01-15T10:12:40Z,12,10,0.266,29.2,34.0822732
104.445,2021-01-15T10:14:10Z,14,10,0.266,29.1,34.00716563
104.447,2021-01-15T11:48:40Z,48,11,0.266,28.94,33.98552091
104.447,2021-01-15T11:49:00Z,49,11,0.266,28.97,33.97080231
104.448,2021-01-15T10:19:00Z,19,10,0.266,28.81,33.93617565
104.448,2021-01-15T10:19:30Z,19,10,0.266,28.77,33.68663324
104.45,2021-01-15T11:59:20Z,59,11,0.266,28.99,33.93356666
104.45,2021-01-15T12:02:30Z,2,12,0.266,29.08,33.89274806
104.456,2021-01-15T10:35:50Z,35,10,0.267,29.3,33.37333221
104.459,2021-01-15T10:49:00Z,49,10,0.267,29.42,33.76138659
104.459,2021-01-15T10:59:50Z,59,10,0.267,29.43,33.4249827
104.459,2021-01-15T11:11:40Z,11,11,0.267,29.09,33.73129431
104.459,2021-01-15T11:12:20Z,12,11,0.267,29.09,33.76403919
104.459,2021-01-15T11:15:00Z,15,11,0.267,29.06,33.77870692
104.46,2021-01-15T10:04:20Z,4,10,0.267,29.15,34.18792257
104.46,2021-01-15T10:07:00Z,7,10,0.267,29.19,34.0860303
104.461,2021-01-15T10:53:10Z,53,10,0.268,29.39,33.65780667
104.461,2021-01-15T10:53:40Z,53,10,0.268,29.42,33.68587813
104.461,2021-01-15T10:55:30Z,55,10,0.268,29.41,33.73227296
104.461,2021-01-15T11:38:10Z,38,11,0.268,28.9,33.89533794
104.463,2021-01-15T10:10:10Z,10,10,0.268,29.21,34.02191986
104.465,2021-01-15T10:14:40Z,14,10,0.268,29.1,33.99394737
104.465,2021-01-15T10:16:00Z,16,10,0.268,28.7,33.98828768
104.468,2021-01-15T10:23:00Z,23,10,0.268,28.83,33.73857144
104.468,2021-01-15T10:23:50Z,23,10,0.268,28.89,33.66040725
104.471,2021-01-15T10:25:50Z,25,10,0.269,29.06,33.73280914
104.471,2021-01-15T10:30:10Z,30,10,0.269,29.15,33.85947649
104.471,2021-01-15T10:35:20Z,35,10,0.269,29.3,33.06952504
104.473,2021-01-15T10:37:10Z,37,10,0.269,29.36,33.08225836
104.474,2021-01-15T09:57:20Z,57,9,0.269,29.15,34.37604449
104.476,2021-01-15T10:42:10Z,42,10,0.269,29.33,33.74244669
104.476,2021-01-15T10:42:30Z,42,10,0.269,29.33,33.69337204
104.476,2021-01-15T11:06:20Z,6,11,0.269,29.24,33.57705916
104.476,2021-01-15T11:14:20Z,14,11,0.269,29.06,33.78848129
104.476,2021-01-15T11:16:40Z,16,11,0.269,29.04,33.80923031
104.476,2021-01-15T11:19:30Z,19,11,0.269,28.99,33.85441162
104.477,2021-01-15T10:05:10Z,5,10,0.269,29.16,34.1708272
104.479,2021-01-15T10:50:30Z,50,10,0.269,29.41,33.66348312
104.479,2021-01-15T10:50:40Z,50,10,0.269,29.41,33.62096826
104.479,2021-01-15T11:24:10Z,24,11,0.269,28.95,33.85329369
104.479,2021-01-15T11:25:30Z,25,11,0.269,28.9,33.91175188
